title,tags,source,created
这个开源工具，让评测任何AI模型变得像写代码一样简单,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/U3aHHzTNM7_7YeVuYMv1Lw,2026-08-05
评估工程：构建一个让 Agent 无需人工审查也能合并的闸门,clippings | agent-test,https://mp.weixin.qq.com/s/cH_QeoDhFmM3XfOhPW6pHA,2026-08-05
程序员效率神器：ShareX,clippings | github | AI-tool,https://mp.weixin.qq.com/s/8bViXpIkIwCWd0OiLXneZA,2026-08-05
智能体全链路可观测技术实现方案（甲方视角）,clippings | agent-test,https://mp.weixin.qq.com/s/CYIuTk8ddK305l6Mmh6F-w,2026-08-05
无需逐题写评分标准！Eval-Skill用「可复用评估技能」增强评估模型，推理零开销,clippings | agent-test | eval | todo | skill,https://mp.weixin.qq.com/s/-0KdFWUbQa9WkqZ35K3aGg,2026-08-05
搞了半年团队反而更忙？3个阶段精准发力才真提效,clippings | AI-test,https://mp.weixin.qq.com/s/ae4iae2c1GSiKOxVlEB1iw,2026-08-05
手写接口自动化要 3 天？这个 Agent 5 分钟跑完,clippings | AI-test,https://mp.weixin.qq.com/s/mOfTFHGFlJonVG60xwCgdA,2026-08-05
大模型评测入门指南 3 评测结果怎么分析才不踩坑,clippings | agent-test | todo | eval,https://mp.weixin.qq.com/s/m51c6o35c3nHhH7TuZO5DQ,2026-08-05
一款超酷、高速的终端文件管理神器，火了！,clippings | github | AI-tool,https://mp.weixin.qq.com/s/-UGA0dIHGgPsLCI5UZvPcg,2026-08-05
UI自动化的知识库该怎么建,clippings | UI-test,https://mp.weixin.qq.com/s/6BlnzAcoDWIHC0sK9NfKDw,2026-08-05
LLM-as-a-Judge不是自动真相：如何用人工样本校准模型评测器,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/qSlZzYoFIUX18zXMP7rylA,2026-08-05
Harness：AI Agent 开发的评测与可观测性基础设施,clippings | agent-test | eval,https://mp.weixin.qq.com/s/AF2aWFtmuAj8YvJY3PTK4Q,2026-08-05
Eval Set 实战：如何为你的 AI 产品建立第一套评测集？,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/ZMSWz9oV28LLz0UwuUyDqA,2026-08-05
Airtest+Agent+Skill：3D教育交互全链路自动化测试方案,clippings | UI-test | skill,https://mp.weixin.qq.com/s/69c9XIi-dlExRIkrfKt5Yg,2026-08-05
"AI测试面试： \""怎么测一个AI客服\""怎么答？",clippings | AI-test,https://mp.weixin.qq.com/s/xudw53QhuIxj393LStv6xg,2026-08-05
AI代码生成率94%：我们用一个 Skill 跑通需求开发全流程,clippings | AI-code | skill,https://mp.weixin.qq.com/s/mGGIbFyF4U1PrBJVdfgcvg,2026-08-05
AI Agent评测怎么做？从0到1搭建评测体系,clippings | agent-test | eval | todo,https://mp.weixin.qq.com/s/b0K49OAcB41bqdmKfA48nA,2026-08-05
AI Agent Skill 工程化 11：生产监控与 Skill Review——从真实任务反哺测试集,clippings | agent-test | eval | skill,https://mp.weixin.qq.com/s/nwjs-0c7b6yZdm9mySWVyA,2026-08-05
AI Agent Skill 工程化 04：在写 Skill 之前，先搞懂 Eval,clippings | agent-test | eval | skill,https://mp.weixin.qq.com/s/antqmWc0ghmmvi10WGU2Qw,2026-08-05
5款代码理解工具终极pk，终有一款适合你：GitNexus、Graphify、code-review-graph、Understand Anything 与 CodeGraph,clippings | llm-wiki | graph | code-review,https://mp.weixin.qq.com/s/c0LFugDxZr5a28dxzAoGmg,2026-08-05
面试官：什么是agent的可观测性？,clippings | agent-test,https://mp.weixin.qq.com/s/1a0noxGTuPYEFzkAg7dikQ,2026-08-03
软件测试筑基全解：测试生命周期、测试模型、测试级别 + 三大用例设计方法实操本系列从零搭建软件测试完整知识体系,clippings | AI-test,https://mp.weixin.qq.com/s/Q35X5HlNuGRsxBFSMcJZ-A,2026-08-03
跟Appium设计思路完全不一样，这款开源AI工具，让你实现自动化测试“动口”不“动手”！,clippings | AI-test | UI-test,https://mp.weixin.qq.com/s/yLHrrZXDiHV24I9GIWOtBA,2026-08-03
评测题太多，评测效率太低，AI帮你减负 ：Model-as-Judge 入门指南,clippings | agent-test,https://mp.weixin.qq.com/s/Dz4dq33d8XWwJoaLQ8LSpg,2026-08-03
生产级 Agent 全景：架构、Harness 工程、组织与人才,clippings | agent-test | todo,https://mp.weixin.qq.com/s/rZEqIQR-RcNBWMH_9xq2bw,2026-08-03
滴滴 AI 研发岗一面：Agent 有几种设计模式？不能只背 5 个名字,clippings | agent-test,https://mp.weixin.qq.com/s/Eo4gIh8OtjwVq0WHSapXEg,2026-08-03
测试界的 AI Native：从 Claude SDK 到测试闭环,clippings | AI-test | todo,https://mp.weixin.qq.com/s/ozjYtRwC3eDFZZoq-odgxw,2026-08-03
微软一个神级 skill 神器，改变了 skill 一直存在的大问题,clippings | skill | agent-test | skillopt | todo,https://mp.weixin.qq.com/s/vD-s_gNmyHmkSnYe2FAzlw,2026-08-03
回归测试不再“回归”：测试工程师的现状调查,clippings | AI-test,https://mp.weixin.qq.com/s/wXwNYmn52Cv4RI_QWbu3KA,2026-08-03
参数一多用例就爆炸？这个 Skill 用一个算法把 25920 种组合压缩成 31 条,clippings | AI-test | skill,https://mp.weixin.qq.com/s/oyonkkGX4MNppYbwcULzHA,2026-08-03
别再重复写提示词了：给你的 AI Agent 做一个 Skill,clippings | skill,https://mp.weixin.qq.com/s/L5wTJQBcl6EWIMFe0HYx_w,2026-08-03
关于 Agent 评估的一些思考,clippings | agent-test,https://mp.weixin.qq.com/s/bSrQoOESI_fLcf6WOSa5PQ,2026-08-03
从 Trace 到评测：如何判断 Agent 真的变好了？,clippings | agent-test | todo,https://mp.weixin.qq.com/s/rNPrS9_V6SPifppma60I4A,2026-08-03
业务客服Agent全链路测试与工程化评估体系实战,clippings | agent-test | todo,https://mp.weixin.qq.com/s/DcJEAqDm-sjQ3go9Z0RRZA?poc_token=HJWQcGqjeaHdCP4ERTx3_LYVi5XQwlDvXEckRn7T,2026-08-03
【AI Agent面试题】端到端评估 vs 分步评估，Agent 到底该怎么测？,clippings | agent-test,https://mp.weixin.qq.com/s/TPA5g3ZfX7Idn8_ZVHhuew,2026-08-03
【AI Agent面试题】LLM-as-a-Judge：让大模型当裁判，怎么做、坑在哪？,clippings | agent-test,https://mp.weixin.qq.com/s/36YOhDaSuzAfMISTnmiwrA,2026-08-03
reverse-skill，两个半月 1.2 万 star，它给 AI 装的是方法论不是工具,clippings | skill,https://mp.weixin.qq.com/s/lcGNEmnmxA8Qp8VnsIzf2w,2026-08-03
Agent 评测体系：从 demo 到生产的完整拆解,clippings | agent-test,https://mp.weixin.qq.com/s/xRFKrQeyuW4-_CTeG-6S_Q,2026-08-03
Agent 的评测工程化,clippings | agent-test | todo,https://mp.weixin.qq.com/s/xgseaTm0kh7iDWpjoEcXVQ,2026-08-03
AI时代的新开发范式：先写考卷，再写代码,clippings | TDD | SDD,https://mp.weixin.qq.com/s/1aVuSSc-JL5T3CHDUVKAvA,2026-08-03
AI 应用开发面试必问：Agent 到底该怎么评测？,clippings | agent-test,https://mp.weixin.qq.com/s/0PR8Cz3N9l30rbxhNisIUw,2026-08-03
AI 客服转人工规则怎么设计,clippings | agent-test,https://mp.weixin.qq.com/s/rStMe2N2NpFndpIuG8pMIw,2026-08-03
AI Agent系列(九)：上下文管理、记忆类型、长期记忆、滑动窗口、摘要技术、混合存储架构、记忆加载策略,clippings | agent-test | context,https://mp.weixin.qq.com/s/Ofrz3saUzqKuf54RbF6WIQ,2026-08-03
AI Agent 评测工程实践（08）—— 多 Agent 系统怎么评测,clippings | agent-test | todo,https://mp.weixin.qq.com/s/0SYek2jzjuk9A_R4J79_Bw,2026-08-03
AI Agent 评测工程实践（07）—— Agent 上线后怎么持续评测？生产监控的完整方案,clippings | agent-test,https://mp.weixin.qq.com/s/ha4mq0SBk3GLzsU64sEcTA,2026-08-03
AI Agent 评测工程实践（06）—— 评测结果怎么用？从分数到代码改进的完整链路,clippings | agent-test | todo,https://mp.weixin.qq.com/s/Hk7ricHrP7J96s3otM4vjw,2026-08-03
AI Agent 评测工程实践（05）—— 测试用例从哪来？评测数据集的三种构建方式,clippings | agent-test | todo | datasets,https://mp.weixin.qq.com/s/YFMFzQFdUSAoVj_QiE5m5g,2026-08-03
AI Agent 评测工程实践（04）—— DeepEval 实战：10 分钟跑起来第一个 Agent 评测,clippings | agent-test | deepeval,https://mp.weixin.qq.com/s/cI3hdNSxijVUvqhhiAmqlw,2026-08-03
AI Agent 评测工程实践（03）—— 让 AI 来定评估标准，微软 AgentEval 框架拆解,clippings | agent-test | agenteval | todo,https://mp.weixin.qq.com/s/VNS8ziJQZuNDcKHMOP4yXA,2026-08-03
AI Agent 评测工程实践（02）—— Anthropic 内部怎么评测 Agent？,clippings | agent-test | claude,https://mp.weixin.qq.com/s/ii_uXNaSKdUAtfg6jlMfOg,2026-08-03
AI Agent 评测工程实践（01）—— Agent 到底好不好用？,clippings | agent-test | todo,https://mp.weixin.qq.com/s/PoZ4LXrKZ0O-8bLVIIrxgg,2026-08-03
90% 的 Codex 用户都在浪费 Sol 额度。改一下就行。,clippings | codex,https://mp.weixin.qq.com/s/VsYf-vmYnC0P9CHSkD2LrA,2026-08-03
80%的AI客服回答可以用关键词匹配替代：花了20万做的智能客服，8成问题没用到大模型,clippings | agent-test | todo,https://mp.weixin.qq.com/s/wm1I2qJfGbUc6dpr38rigQ,2026-08-03
需求预测技术：统计模型到深度学习的实战对比与选型决策,clippings | agent-test | prd,https://mp.weixin.qq.com/s/aZHZ1ZmEQnf92sJb7ksZbw,2026-07-31
阿里云面试官问：给编码 Agent 设了超时和轮数上限，为什么还是拦不住？,clippings | agent-test,https://mp.weixin.qq.com/s/viKPKFDA1wPFcKJavW_M2w,2026-07-31
链路分析与用例推荐大模型方案,clippings | agent-test | AI-test | todo,https://mp.weixin.qq.com/s/7wplbdnCBp2wFEL3ZGNYfA,2026-07-31
前端 Skill 驱动的团队 AI Coding 实践：从个人到整体提效,clippings | skill,https://mp.weixin.qq.com/s/cMzngHjtMacdXNnD-Y6Ieg,2026-07-31
分享神级skills：一个非常漂亮的文章配图 SkillGuizang-Material-illustration,clippings | skill | mermaid,https://mp.weixin.qq.com/s/jHFenjjw2nEJ-sH1hiY9rg,2026-07-31
分享一个打破信息差的 skill，巨好用,clippings | AI-认知,https://mp.weixin.qq.com/s/FfCyZIPhlb4Y2gu0uEfktg,2026-07-31
什么样的Agent产品才敢上线？我靠这套评测集判断（附模板）,clippings | agent-test | datasets,https://mp.weixin.qq.com/s/_JIbFz6JNw7YPNH3a0477Q,2026-07-31
产品经理做需求分析，可以先用这几类 Skill,clippings | skill | prd,https://mp.weixin.qq.com/s/A6fMUljyFuI9dg6sQIiaPg,2026-07-31
上下文工程（下）：从提示词设计到上下文压缩,clippings | skill | context,https://mp.weixin.qq.com/s/4wjkQUrUwz4sLyqSnY__pg,2026-07-31
Agent测评学习Day5：第一次跑通DeepEval,clippings | agent-test | deepeval,https://mp.weixin.qq.com/s/ZSqn7E7wUfSXyGzKGBqRuw,2026-07-31
AI测试实战篇二：智能客服大模型全流程测试，从意图识别到体验合规逐项拆透,clippings | agent-test | todo,https://mp.weixin.qq.com/s/JOhfNSAXom29yTSx00nVsQ,2026-07-31
AI时代CR工具如何选型,clippings | code-review,https://mp.weixin.qq.com/s/PSw-XUIJuHYZQgnSb7n3dQ,2026-07-31
AI 评测开源框架全景,clippings | agent-test,https://mp.weixin.qq.com/s/z091tIl3laakSDSPeCDTAg,2026-07-31
79.9k Star！装完不用配的 AI 全栈监控利器，服务器抖一下都能看见,clippings | github | 监控,https://mp.weixin.qq.com/s/Z02Rql1EaxbQlyS2M8FnVw,2026-07-31
阿里云面试官问：AI 客服测到什么程度，才敢放给真用户？,clippings | agent-test,https://mp.weixin.qq.com/s/DH6oA6YCQ0tpb8AJ07juOg,2026-07-29
还不知道Skill是什么？一篇文章教你怎么全自动设计属于自己的Skill,clippings | agent-test | skillopt,https://mp.weixin.qq.com/s/7nFPQZ0oZ3aYG_i-VI-RLw,2026-07-29
电脑也能控制 Android：Another 把手机操作接进 AI,clippings | UI-test | AI-test,https://mp.weixin.qq.com/s/SpQ4kb0qgbecpISt1eI6mg,2026-07-29
用自然语言控制手机，一条命令让 AI 帮你操作 Android 和 iOS 设备！,clippings | UI-test | AI-test,https://mp.weixin.qq.com/s/nZYCDFg8oje9ckf-UZOf2Q,2026-07-29
我发现 90% 的人用 Codex 的方式都是错的——这才是每天该用的 10 个技巧,clippings | codex,https://mp.weixin.qq.com/s/PA898UwxA9qGnr3_OVP6Cw,2026-07-29
微软开源 SkillOpt：把 Agent Skill 当神经网络训练，6 个 benchmark 全部 SOTA,clippings | agent-test | skillopt,https://mp.weixin.qq.com/s/FwPgVoFhGfqqVbPMK6HY6Q,2026-07-29
实战落地｜基于LangChain+LangGraph 构建生产级客服意图识别系统（解决意图漂移/置信度/多轮会话难题）,clippings | agent-test,https://mp.weixin.qq.com/s/tYtwN9INYMeMXxBHpWvNmQ,2026-07-29
北大刷屏了，SkillCorpus生态起飞,clippings | skillopt | agent-test,https://mp.weixin.qq.com/s/TqIr768W8YVaDuxO0t2uTQ,2026-07-29
从手写 SOP 到自动训练：SkillOpt 重新定义了 Agent Skill 的玩法,clippings | agent-test | skillopt,https://mp.weixin.qq.com/s/jZwMFxnBz2WYxlUUGheWfA,2026-07-29
不花一分钱：我的 OpenCode 全免费工作流（Gemini Flash + 免费模型）,clippings | opencode,https://mp.weixin.qq.com/s/MZ6q_LM0wVPdb2Hhj9l1Wg,2026-07-29
一文读懂 SkillOpt：把 Skill 当做神经网络一样训练,clippings | agent-test | skillopt,https://mp.weixin.qq.com/s/DcRMaM1eJ-1MM3P7YR0QwQ,2026-07-29
SkillOpt：像训练神经网络一样，训练 Agent skills,clippings | agent-test | skillopt,https://mp.weixin.qq.com/s/PXa-iq_UHuSkgF-1Gh1lRQ,2026-07-29
OpenCode 10 个最常用的斜杠命令速查,clippings | opencode,https://mp.weixin.qq.com/s/9C9uJJEMVzk-dp0ds3hTTw,2026-07-29
Codux：一个开源的多项目 AI 终端，Codex、Claude Code 按项目统一管理——聊聊设计思路,clippings | AI-tool | codex | github,https://mp.weixin.qq.com/s/eLgG3-TROR3cDG8P6VS1eg,2026-07-29
Codex 多模型切换，我现在更推荐 OpenCodex,clippings | codex | opencodex | github,https://mp.weixin.qq.com/s/q4rkcmt93p0vQ69LoU_ZfQ,2026-07-29
AI Agent评测体系怎么搭：90% 的团队都漏了这几环...,clippings | agent-test,https://mp.weixin.qq.com/s/25GJOqvbWUNCioIz3kr5cA,2026-07-29
直接抄卡帕西的方法，你的codex秒变聪明，战斗力即刻拉满,clippings | codex | skill,https://mp.weixin.qq.com/s/fNsd7CsZ5VJniIw49MN7xw,2026-07-28
卡帕西炸场分享：别再卷智能体了，90%开发者都搞反了AI研发顺序,clippings | AI-认知 | AI-test | todo,https://mp.weixin.qq.com/s/_9DDsIelrL_aXUiRdFOm_Q,2026-07-28
你绝不会想到，这样一个文档，居然成了GitHub趋势榜前三,clippings | codex | todo | skill | agents.md,https://mp.weixin.qq.com/s/QJuWudLg5nXQGBqsoWjUXA,2026-07-28
三种文本相似计算方法：规则、向量与大模型裁判,clippings | agent-test | diff | todo,https://mp.weixin.qq.com/s/qB9DPBCHZwt9xg6MOmZaOw,2026-07-28
bojieli/ai-agent-book: 《深入理解 AI Agent：设计原理与工程实践》（李博杰 著）开源主仓库：全书正文、编译版 PDF 与按章配套代码,clippings | github | agent-test,https://github.com/bojieli/ai-agent-book/blob/main/README.md,2026-07-28
Skill 搭建别再从头造轮子了！这套超全落地流程直接复制，一键上线(附MD),clippings | skill | todo,https://mp.weixin.qq.com/s/RDqD5ZkDlexB8qEHPlhseg,2026-07-28
OCR：阿里开源的 AI 代码审查神器迎来重大升级，精准度碾压通用 Agent，Token 消耗仅 1/9！,clippings | ocr | code-review | github,https://mp.weixin.qq.com/s/Rh45U4mzg4cfgb0ImXJd8A,2026-07-28
CodeX卡帕西自定义指令（karpathy）——让CodeX更省Token更高效,clippings | skill | codex,https://mp.weixin.qq.com/s/MMfffJsBt5OfvLv0pnE11Q,2026-07-28
AI从零开始,clippings | agent-test | AI-test | todo,https://mp.weixin.qq.com/mp/appmsgalbum?action=getalbum&__biz=MjM5MDcwMjM5NA==&scene=1&album_id=3913770198649765895&count=10#wechat_redirect,2026-07-28
AI Agent 评测工程实践（05）—— 测试用例从哪来？评测数据集的三种构建方式,clippings | agent-test | todo,https://mp.weixin.qq.com/s/YFMFzQFdUSAoVj_QiE5m5g,2026-07-28
AI Agent 评测工程实践（03）—— 让 AI 来定评估标准，微软 AgentEval 框架拆解,clippings | agent-test | todo,https://mp.weixin.qq.com/s/VNS8ziJQZuNDcKHMOP4yXA,2026-07-28
AI Agent 评测工程实践（02）—— Anthropic 内部怎么评测 Agent？,clippings | agent-test | todo,https://mp.weixin.qq.com/s/ii_uXNaSKdUAtfg6jlMfOg,2026-07-28
AI Agent Loop 工程实践（7）—— Agent 跑起来之后，你怎么知道它在干什么？,clippings | agent-test | AI-test,https://mp.weixin.qq.com/s/4EOaGMh3XULwLNjgbwGrSg,2026-07-28
AI Agent Loop 工程实践（6）—— 选型指南：三种方案，5 分钟决策,clippings | agent-test | loop,https://mp.weixin.qq.com/s/cBli1oldjoY1x9w4etmjBg,2026-07-28
AI Agent Loop 工程实践（5）—— 当一个 Agent 不够用：多 Agent 协作的编排之道,clippings | agent-test | todo,https://mp.weixin.qq.com/s/Xi_02AiUf2KzSIzefyTCJQ,2026-07-28
AGENTS.md 写了等于白写？ 我总结了 9 条真正有效的规则,clippings | agent-test | agents.md,https://mp.weixin.qq.com/s/_T_YF4-eQu4PvI_jj9hUuA,2026-07-28
25期：AIAgent测试方法论与项目落地实践-从可观测性建设到持续迭代闭环的完整指南,clippings | agent-test,https://mp.weixin.qq.com/s/W_C52qkm8w1WWIbfibPEVw,2026-07-28
自动化测试被验证码卡住？这套方案识别率90%+，直接抄！,clippings | UI-test | AI-test,https://mp.weixin.qq.com/s/tIpeN9jTocoR2y85LGtVgQ,2026-07-27
聊聊agent skills的设计模式,clippings | skill | todo | agent-test,https://mp.weixin.qq.com/s/KQgCJ19VibRhQ29xleenJQ,2026-07-27
"multica-ai/andrej-karpathy-skills: A single CLAUDE.md file to improve Claude Code behavior, derived from Andrej Karpathy's observations on LLM coding pitfalls.",clippings | codex | skill,https://github.com/multica-ai/andrej-karpathy-skills,2026-07-27
karpathy-guidelines（卡帕西编码准则）：把大佬的AI编程避坑经验压成 4 条行为守则,clippings | codex | skill,https://mp.weixin.qq.com/s/miG3XMWPodgSUfay4VTnNQ,2026-07-27
Agent 轨迹规则引擎怎么衡量好坏？一套可落地的评估指标框架,clippings | agent-test,https://mp.weixin.qq.com/s/pXObw2Kki9p4zr1NSlXwQw,2026-07-27
火山引擎开源 Agent 驱动的搜索自迭代技术,clippings | agent-test,https://mp.weixin.qq.com/s/n_9jHMwdI-TWr4E-dL35uw,2026-07-26
DeepAgents深度源码解析与工程实践,clippings | agent-test | deepagents,https://mp.weixin.qq.com/s/cvyVzwXaWeL9prjxxGK8Zg,2026-07-26
AI测试入门第五篇：测试工程师必备工具链清单，全链路覆盖，照着学就行,clippings | AI-test,https://mp.weixin.qq.com/s/NhEIYbq_WFVzjkVpfD3ThA,2026-07-26
阿里开源 skill-up：让 Agent Skill 可评测可回归,clippings | agent-test | skill,https://mp.weixin.qq.com/s/lTdRNB3vTJoU0nAPBkHNtw,2026-07-24
这段提示词可以让你的Codex自我进化，让 Codex 越用越懂你,clippings | codex,https://mp.weixin.qq.com/s/sw7bPZ1NYYxt82iKJ1IfOQ,2026-07-24
"字节二面：你做的智能问答 Agent，到底怎么评估效果？我说：""我们主要靠人工看效果，业务方觉得答得不错就上线了……""，面试官沉默了...",clippings | agent-test,https://mp.weixin.qq.com/s/ybaHO7HIEDBm4NkGQagDmg,2026-07-24
为什么你的 Codex 总是犯蠢？,clippings | codex,https://mp.weixin.qq.com/s/avIGpmzO-B5lzJ-mmgLJ8w,2026-07-24
《Agent 评测实战》12 | 代码型评分器（Code-based）：确定性检查怎么写,clippings | agent-test,https://mp.weixin.qq.com/s/GdhNyfMUI_JQr1XuwjI-1Q,2026-07-24
Agent 评测：方法论与体系设计（精简版）,clippings | agent-test,https://mp.weixin.qq.com/s/c1-RnDGL9fG6zAAf9R6FyA,2026-07-24
AI Agent 评测工程实践（01）—— Agent 到底好不好用？,clippings | agent-test,https://mp.weixin.qq.com/s/PoZ4LXrKZ0O-8bLVIIrxgg?poc_token=HP-wYmqjd6iQBXn6S4XqM81gICJgAeHFlFwreHeh,2026-07-24
让 Agent 越用越准、成本越来越低：AgentLoop 的 Agent 经验自进化闭环,clippings | agent-test | todo,https://mp.weixin.qq.com/s/imwXP56r-llaQwD-qAQM6Q,2026-07-22
给Agent做单元测试：Skillgrade让AI技能可验证,clippings | agent-test | skill,https://mp.weixin.qq.com/s/AexEXSnia_BCPa2Hxu1gtw,2026-07-22
深入理解 BM25：原理篇,clippings | BM25,https://mp.weixin.qq.com/s/AL_PYyhsz1oEBNzKx7O_4w,2026-07-22
测试工程师转型AI评估专家：LLM质量保障的完整实战指南,clippings | agent-test,https://mp.weixin.qq.com/s/miD9PQ0P0oA9E_OKc79Igw,2026-07-22
测试工作量暴增58%，0人敢完全信任AI代码——第一份QA报告出炉 ｜ AI测试情报局,clippings | AI-test,https://mp.weixin.qq.com/s/4Lh8R3eWNWgJgxBzgOvr9Q,2026-07-22
推荐一款开源工具：让 AI Agent 替你做 iOS、Android 自动化测试，能平替 Appium？,clippings | AI-test | UI-test,https://mp.weixin.qq.com/s/VNUgCOX1PUqDhMwHKkpycQ,2026-07-22
实操｜基于抽象语法树（AST）的代码问题修复,clippings | code-review | ast,https://mp.weixin.qq.com/s/3g5aHnLXFoouqVKL3yXzvw,2026-07-22
大模型评测与Agent评测对比,clippings | agent-test,https://mp.weixin.qq.com/s/7VnDbsRWzfEJaGJ4wIK8fw,2026-07-22
三代知识检索范式：RAG/GraphRAG/LLM Wiki，检索解决不了理解的问题,clippings | RAG | llm-wiki | graph,https://mp.weixin.qq.com/s/tjUNZ2IVRZe7rzhDoNuJfg,2026-07-22
一个可以直接复制使用的全局 AGENTS.md（2.0 版）,clippings | codex | agents.md,https://mp.weixin.qq.com/s/YC-GvdxAk1wkgwVdD37k9g,2026-07-22
《Agent 评测实战》11 | 自动化评测总览：规则、模型、人工怎么配比,clippings | agent-test,https://mp.weixin.qq.com/s/EjS-Lj4p_qXHf-t8k-KxLQ,2026-07-22
《Agent 评测实战》10 | 评测数据治理：任务质量、Oracle 参考解与防污染,clippings | agent-test,https://mp.weixin.qq.com/s/9ZfgK50A0DRkmRH6ERvsWA,2026-07-22
《Agent 评测实战》09 | 别只会刷榜：为你的业务构建专属评测集,clippings | agent-test,https://mp.weixin.qq.com/s/RvM6ScOLYePjxJgjp1Oblg,2026-07-22
《Agent 评测实战》08 | 案例拆解：从 τ-bench 与 Terminal-Bench 看一个好基准如何设计,clippings | agent-test,https://mp.weixin.qq.com/s/iWv8Qn9cH2-xN97ub9IL6A,2026-07-22
RAG系列之——BM25 + 向量混合检索,clippings | RAG | llm-wiki | BM25,https://mp.weixin.qq.com/s/5bIPjJnjxyo8g5B9bFfSsg,2026-07-22
QMD + LLM Wiki：本地优先的知识系统,clippings | llm-wiki | qmd | rag,https://mp.weixin.qq.com/s/Kjj3uouDZtL2z62zLneOqQ,2026-07-22
Loop工程已死，Graph工程永生,clippings | graph,https://mp.weixin.qq.com/s/i3zHIqkJU9cX1G1Nc5RUzA,2026-07-22
Andrej Kaparthy：如何用LLM构建你的个人知识库（LLM Wiki 完整指南）,clippings | llm-wiki,https://mp.weixin.qq.com/s/T1rUk-lHaqvFhX3548ftMw,2026-07-22
AI说不出的随机数，成了鉴别套壳大模型最好的照妖镜。,clippings | AI-认知,https://mp.weixin.qq.com/s/pqFZreEZj8kB4KDirl4MSQ,2026-07-22
AI 生成接口自动化：从“随机抽奖”到“确定性交付”的 工程实践,clippings | AI-test | todo,https://mp.weixin.qq.com/s/mwh2JyNXyr3ETH7jw4ewhw,2026-07-22
AI Agent 的回归测试工程：当模型升级不再意味着「从头验证」,clippings | agent-test,https://mp.weixin.qq.com/s/aecnUOv44My6EIjHd92uHQ,2026-07-22
20.2K Star！智能代码审查神器，减少 82 倍 Token 消耗,clippings | code-review | graph,https://mp.weixin.qq.com/s/sCjVUReF0626JH1uTzDjaw,2026-07-22
装了 agent-skills 之后，AI 写的代码终于像一个有十年经验的工程师了,clippings | skill | agent-test,https://mp.weixin.qq.com/s/OvXMIpmHrejXp4gQBkHNtw,2026-07-20
系统Cli化，流程Skill化，人员Agent化,clippings | agent-test | cli | skill,https://mp.weixin.qq.com/s/7upihEt56PjsjLZtZvltFA,2026-07-20
混合检索是什么？为什么纯关键词和语义搜索都会翻车,clippings | AI-RAG | llm-wiki,https://mp.weixin.qq.com/s/usg5kFskzzKQpgxctIRfNQ,2026-07-20
智能客服评测体系与规范,clippings | agent-test | todo,https://mp.weixin.qq.com/s/lAU2Up6tXKmDx8aN21grxQ,2026-07-20
智能客服是“智能”还是“智障”的两个核心评估维度及相关指标,clippings | agent-test | todo,https://mp.weixin.qq.com/s/xCW8oKkKlG1PpTHdIH-VDg,2026-07-20
把K神的AGENTS.md 抄过来，Codex立刻变聪明,clippings | skill | agent.md,https://mp.weixin.qq.com/s/xpCZx0E3u6dDoDwfcO1AlA,2026-07-20
如何打造一个会自我进化的代码评审 Agent,clippings | code-reivew,https://mp.weixin.qq.com/s/8XyZbKjdaWzW-g9cQRDVeg,2026-07-20
大厂程序员被AI干掉，创业三个月，我都做了哪些事情,clippings | AI-job,https://mp.weixin.qq.com/s/X6b1mk-AzzsvRxmhCW-Lcg,2026-07-20
不会代码也能做产品，这是一份从0开始的Vibe Coding保姆级教程。,clippings | skill | AI-code,https://mp.weixin.qq.com/s/EeHjsju08ARLbwtwFcViqg,2026-07-20
OpenSpec + Superpowers：用 OpenCode 搭建 SDD+TDD 双驱动 AI 编程工作流,clippings | openspec,https://mp.weixin.qq.com/s/Et3q4VVVH4e2VHk597Im4Q,2026-07-20
Codex 工作流：Explore → Plan → Code → Verify → Review,clippings | codex,https://mp.weixin.qq.com/s/E8tR-5LZkFWiKK8Tlp2mMg,2026-07-20
AI效果评估：从传统ML到LLM时代的全链路指标体系,clippings | AI-test | AI-agent,https://mp.weixin.qq.com/s/vM0b_geuB8XBNthFtJFWcQ,2026-07-20
AI Agent评测体系：如何判断一个Agent到底好不好,clippings | agent-test | todo,https://mp.weixin.qq.com/s/jn16lK7EpPkDE1qysILs-w,2026-07-20
AI Agent 面试追问：怎么证明它真的变好了？评估与测试,clippings | agent-test,https://mp.weixin.qq.com/s/uV6x3caL_faDC6dameahcQ,2026-07-20
AI Agent 评测指南,clippings | agent-test | todo,https://mp.weixin.qq.com/s/emNgDJciraMSQIshpcZIIw,2026-07-20
AGENTS.md：Codex 项目说明书,clippings | codex,https://mp.weixin.qq.com/s/OMuAJEyMnVp9QhS5Sevx9w,2026-07-20
2602课程 - “AI 答疑机器人”的评测指标深度建议,clippings | agent-test | todo,https://mp.weixin.qq.com/s/t_pw1cdIz9McfThzCRFCNQ,2026-07-20
19k Stars，日志、指标和链路分散在三套系统？OpenObserve 把排障入口收进一个后台,clippings | langfuse | agent-test,https://mp.weixin.qq.com/s/mp0EGxfxEx_ZvMJlFUWHXQ,2026-07-20
16 万星的 mattpocock/skills，我试用一周后的真实感受,clippings | AI-code | skill,https://mp.weixin.qq.com/s/wOUwzDoXIM76-KFt2hPFog,2026-07-20
